seg,word,cate,v,a
98,give,4,7.13,5.33
98,me,4,8.06,5.97
98,dog,4,7.57,5.76
98,friend,4,6.79,4.29
98,family,4,7.65,4.8
98,holiday,4,7.18,4.93
98,me,4,8.06,5.97
98,fun,4,8.37,6.32
98,grow,4,6.28,2.6
99,love,4,8,5.36
99,me,4,8.06,5.97
99,home,4,7.91,4.21
99,girl,4,6.87,4.29
99,talent,4,6.3,5.6
99,success,4,7.49,5.8
100,glad,4,7.55,3.71
100,dog,4,7.57,5.76
100,me,4,8.06,5.97
100,music,4,7.67,5.57
100,me,4,8.06,5.97
100,wedding,4,7.82,5.97
100,snow,4,7.08,5.75
100,christmas,4,7.8,6.27
100,love,4,8,5.36
100,friend,4,6.79,4.29
101,love,4,8,5.36
101,me,4,8.06,5.97
101,first,4,6.89,6.14
101,christmas,4,7.8,6.27
101,christmas,4,7.8,6.27
101,me,4,8.06,5.97
101,home,4,7.91,4.21
102,right,4,6.45,4.79
102,fruit,4,6.93,4.63
102,food,4,7.52,4.69
102,love,4,8,5.36
103,alive,4,6.57,5.93
103,christmas,4,7.8,6.27
103,right,4,6.45,4.79
103,know,4,6.93,5.77
103,favorite,4,7.39,4.4
103,christmas,4,7.8,6.27
103,music,4,7.67,5.57
103,head,4,6.63,5.7
104,first,4,6.89,6.14
104,sing,4,7.5,4.1
104,funny,4,8.56,7
104,lunch,4,7.21,5.43
104,glad,4,7.55,3.71
104,happy,4,8.47,6.05
104,love,4,8,5.36
104,music,4,7.67,5.57
104,right,4,6.45,4.79
104,like,4,7.52,6.63
104,favorite,4,7.39,4.4
104,know,4,6.93,5.77
104,know,4,6.93,5.77
104,glitter,4,6.15,4.86
106,baby,4,6.67,4.97
106,baby,4,6.67,4.97
107,car,4,7.73,6.24
107,heart,4,7.39,6.34
107,pretty,4,7.7,5.5
107,movie,4,6.86,4.93
108,christmas,4,7.8,6.27
108,love,4,8,5.36
109,midnight,4,7.18,6.5
110,garden,4,7.25,3.71
110,friend,4,6.79,4.29
111,wish,4,7.09,5.16
112,know,4,6.93,5.77
112,day,4,6.66,5
112,friend,4,6.79,4.29
113,life,4,7.27,6.02
113,free,4,8.26,5.15
113,christmas,4,7.8,6.27
114,day,4,6.66,5
114,love,4,8,5.36
114,christmas,4,7.8,6.27
114,happy,4,8.47,6.05
115,know,4,6.93,5.77
115,bed,4,7.51,3.61
115,head,4,6.63,5.7
115,love,4,8,5.36
115,like,4,7.52,6.63
115,me,4,8.06,5.97
116,music,4,7.67,5.57
116,favorite,4,7.39,4.4
116,artist,4,6.59,4.94
116,photo,4,6.77,5.63
116,gorgeous,4,7.57,4.92
118,pretty,4,7.7,5.5
119,video,4,7.3,5.67
119,happy,4,8.47,6.05
120,wise,4,7.42,4.46
120,joy,4,8.21,5.55
120,me,4,8.06,5.97
120,house,4,7.26,4.56
120,right,4,6.45,4.79
121,watermelon,4,6.52,5.18
121,sure,4,6.53,5
122,people,4,7.33,5.94
122,know,4,6.93,5.77
122,like,4,7.52,6.63
123,food,4,7.52,4.69
124,love,4,8,5.36
124,sister,4,7.46,5.43
124,know,4,6.93,5.77
124,friend,4,6.79,4.29
124,love,4,8,5.36
124,love,4,8,5.36
124,friend,4,6.79,4.29
124,like,4,7.52,6.63
124,me,4,8.06,5.97
124,know,4,6.93,5.77
124,idea,4,7,5.86
125,christmas,4,7.8,6.27
126,day,4,6.66,5
126,song,4,7.1,6.07
126,like,4,7.52,6.63
126,right,4,6.45,4.79
126,pretty,4,7.7,5.5
126,right,4,6.45,4.79
126,friend,4,6.79,4.29
126,know,4,6.93,5.77
126,loved,4,8.64,6.38
126,pizza,4,6.65,5.24
126,safe,4,7.7,3.14
127,funny,4,8.56,7
127,people,4,7.33,5.94
127,life,4,7.27,6.02
127,right,4,6.45,4.79
127,frosting,4,7.23,5.47
127,food,4,7.52,4.69
127,bed,4,7.51,3.61
128,house,4,7.26,4.56
128,like,4,7.52,6.63
128,love,4,8,5.36
128,friend,4,6.79,4.29
128,happy,4,8.47,6.05
128,thanksgiving,4,6.79,4.95
128,love,4,8,5.36
128,thanksgiving,4,6.79,4.95
129,turkey,4,6.48,5.04
130,me,4,8.06,5.97
130,day,4,6.66,5
130,know,4,6.93,5.77
130,friend,4,6.79,4.29
130,like,4,7.52,6.63
130,like,4,7.52,6.63
130,thanksgiving,4,6.79,4.95
130,day,4,6.66,5
130,know,4,6.93,5.77
130,know,4,6.93,5.77
130,love,4,8,5.36
130,day,4,6.66,5
130,day,4,6.66,5
131,me,4,8.06,5.97
131,love,4,8,5.36
131,know,4,6.93,5.77
131,right,4,6.45,4.79
131,like,4,7.52,6.63
131,like,4,7.52,6.63
132,food,4,7.52,4.69
132,know,4,6.93,5.77
132,christmas,4,7.8,6.27
133,wish,4,7.09,5.16
133,wish,4,7.09,5.16
133,video,4,7.3,5.67
133,me,4,8.06,5.97
133,people,4,7.33,5.94
133,right,4,6.45,4.79
133,like,4,7.52,6.63
133,princess,4,7.64,5.42
134,right,4,6.45,4.79
134,fun,4,8.37,6.32
134,learn,4,6.85,4.8
134,day,4,6.66,5
135,give,4,7.13,5.33
135,care,4,7.53,6.03
135,high,4,6.62,5.56
135,day,4,6.66,5
135,day,4,6.66,5
135,me,4,8.06,5.97
135,entertaining,4,8,5.28
135,me,4,8.06,5.97
135,health,4,6.81,5.13
136,know,4,6.93,5.77
136,home,4,7.91,4.21
136,rainbow,4,8.14,4.64
136,friend,4,6.79,4.29
137,special,4,7.5,3.48
137,like,4,7.52,6.63
137,passion,4,7.53,6.08
139,sing,4,7.5,4.1
140,like,4,7.52,6.63
140,know,4,6.93,5.77
140,happy,4,8.47,6.05
141,me,4,8.06,5.97
141,gorgeous,4,7.57,4.92
141,christmas,4,7.8,6.27
142,girl,4,6.87,4.29
142,day,4,6.66,5
142,first,4,6.89,6.14
142,day,4,6.66,5
142,love,4,8,5.36
142,love,4,8,5.36
142,food,4,7.52,4.69
143,life,4,7.27,6.02
143,happy,4,8.47,6.05
143,love,4,8,5.36
144,movie,4,6.86,4.93
145,beautiful,4,7.61,5.71
145,people,4,7.33,5.94
145,love,4,8,5.36
146,music,4,7.67,5.57
146,happy,4,8.47,6.05
147,christmas,4,7.8,6.27
147,me,4,8.06,5.97
147,turtle,4,6.78,4.85
147,song,4,7.1,6.07
147,head,4,6.63,5.7
147,friend,4,6.79,4.29
147,life,4,7.27,6.02
147,song,4,7.1,6.07
148,house,4,7.26,4.56
150,like,4,7.52,6.63
150,know,4,6.93,5.77
151,right,4,6.45,4.79
151,me,4,8.06,5.97
151,funny,4,8.56,7
151,like,4,7.52,6.63
151,me,4,8.06,5.97
151,photo,4,6.77,5.63
151,right,4,6.45,4.79
151,football,4,6.52,5.65
151,proud,4,7,5.55
151,win,4,8.38,7.72
152,happy,4,8.47,6.05
152,me,4,8.06,5.97
152,gorgeous,4,7.57,4.92
152,glad,4,7.55,3.71
152,helpful,4,7.43,3.88
153,first,4,6.89,6.14
153,think,4,6.41,5.34
153,pretty,4,7.7,5.5
153,me,4,8.06,5.97
155,christmas,4,7.8,6.27
155,love,4,8,5.36
155,like,4,7.52,6.63
155,day,4,6.66,5
155,funny,4,8.56,7
155,like,4,7.52,6.63
155,dreams,4,7.14,6.48
155,love,4,8,5.36
156,loving,4,8.28,6.21
156,red,4,6.41,5.29
156,people,4,7.33,5.94
156,friend,4,6.79,4.29
156,me,4,8.06,5.97
157,me,4,8.06,5.97
157,kind,4,7.78,3.19
157,wish,4,7.09,5.16
158,day,4,6.66,5
158,imagine,4,7.32,5.98
159,love,4,8,5.36
159,think,4,6.41,5.34
159,people,4,7.33,5.94
159,funny,4,8.56,7
159,people,4,7.33,5.94
159,energy,4,7.23,6.9
161,pride,4,6.5,5.54
161,love,4,8,5.36
161,win,4,8.38,7.72
161,give,4,7.13,5.33
161,me,4,8.06,5.97
161,pretty,4,7.7,5.5
161,first,4,6.89,6.14
161,loved,4,8.64,6.38
161,dance,4,7.27,5.48
161,style,4,6.82,5.36
161,music,4,7.67,5.57
162,family,4,7.65,4.8
162,me,4,8.06,5.97
163,house,4,7.26,4.56
163,cure,4,8.18,6.57
163,day,4,6.66,5
163,kid,4,6.42,5.35
163,day,4,6.66,5
163,learn,4,6.85,4.8
163,dance,4,7.27,5.48
163,learn,4,6.85,4.8
163,day,4,6.66,5
164,gorgeous,4,7.57,4.92
164,know,4,6.93,5.77
164,like,4,7.52,6.63
164,me,4,8.06,5.97
164,gorgeous,4,7.57,4.92
164,bed,4,7.51,3.61
164,like,4,7.52,6.63
164,fun,4,8.37,6.32
164,me,4,8.06,5.97
164,love,4,8,5.36
164,know,4,6.93,5.77
164,love,4,8,5.36
164,sure,4,6.53,5
164,car,4,7.73,6.24
164,fun,4,8.37,6.32
164,day,4,6.66,5
164,know,4,6.93,5.77
164,me,4,8.06,5.97
164,food,4,7.52,4.69
164,day,4,6.66,5
164,food,4,7.52,4.69
164,me,4,8.06,5.97
164,right,4,6.45,4.79
164,like,4,7.52,6.63
164,like,4,7.52,6.63
164,girl,4,6.87,4.29
164,loved,4,8.64,6.38
164,me,4,8.06,5.97
164,me,4,8.06,5.97
165,red,4,6.41,5.29
165,song,4,7.1,6.07
165,house,4,7.26,4.56
165,like,4,7.52,6.63
165,love,4,8,5.36
165,day,4,6.66,5
166,food,4,7.52,4.69
166,like,4,7.52,6.63
168,know,4,6.93,5.77
168,play,4,8.1,6.93
169,life,4,7.27,6.02
169,love,4,8,5.36
169,love,4,8,5.36
169,love,4,8,5.36
169,love,4,8,5.36
169,me,4,8.06,5.97
169,me,4,8.06,5.97
170,like,4,7.52,6.63
170,love,4,8,5.36
170,love,4,8,5.36
170,love,4,8,5.36
170,me,4,8.06,5.97
171,day,4,6.66,5
171,life,4,7.27,6.02
171,baby,4,6.67,4.97
171,song,4,7.1,6.07
172,like,4,7.52,6.63
172,movie,4,6.86,4.93
172,love,4,8,5.36
172,love,4,8,5.36
172,mother,4,7.53,4.73
172,heart,4,7.39,6.34
172,friend,4,6.79,4.29
173,song,4,7.1,6.07
173,music,4,7.67,5.57
173,video,4,7.3,5.67
173,perfect,4,7.19,4.71
173,video,4,7.3,5.67
173,movie,4,6.86,4.93
174,me,4,8.06,5.97
174,friend,4,6.79,4.29
174,friend,4,6.79,4.29
174,love,4,8,5.36
175,loving,4,8.28,6.21
175,heart,4,7.39,6.34
175,think,4,6.41,5.34
175,love,4,8,5.36
175,treasure,4,7.65,6.3
175,me,4,8.06,5.97
175,love,4,8,5.36
175,love,4,8,5.36
175,car,4,7.73,6.24
175,love,4,8,5.36
176,love,4,8,5.36
176,day,4,6.66,5
177,love,4,8,5.36
177,like,4,7.52,6.63
177,care,4,7.53,6.03
178,me,4,8.06,5.97
178,love,4,8,5.36
178,music,4,7.67,5.57
178,music,4,7.67,5.57
178,happy,4,8.47,6.05
178,day,4,6.66,5
178,me,4,8.06,5.97
178,perfect,4,7.19,4.71
178,me,4,8.06,5.97
178,give,4,7.13,5.33
178,heart,4,7.39,6.34
178,fun,4,8.37,6.32
178,proud,4,7,5.55
178,special,4,7.5,3.48
178,day,4,6.66,5
178,enjoy,4,7.67,5
179,song,4,7.1,6.07
179,house,4,7.26,4.56
179,love,4,8,5.36
179,day,4,6.66,5
180,fun,4,8.37,6.32
180,gorgeous,4,7.57,4.92
180,like,4,7.52,6.63
180,me,4,8.06,5.97
180,love,4,8,5.36
180,fun,4,8.37,6.32
180,mother,4,7.53,4.73
180,happy,4,8.47,6.05
180,love,4,8,5.36
180,first,4,6.89,6.14
180,man,4,6.73,5.24
180,first,4,6.89,6.14
180,man,4,6.73,5.24
180,video,4,7.3,5.67
180,idea,4,7,5.86
180,love,4,8,5.36
180,love,4,8,5.36
180,concert,4,7.66,7.32
180,idea,4,7,5.86
180,like,4,7.52,6.63
180,mind,4,6.68,5
181,like,4,7.52,6.63
181,people,4,7.33,5.94
181,green,4,6.29,4.07
181,power,4,6.54,6.67
181,life,4,7.27,6.02
181,like,4,7.52,6.63
181,party,4,7.86,6.69
181,me,4,8.06,5.97
181,like,4,7.52,6.63
181,me,4,8.06,5.97
181,happy,4,8.47,6.05
181,think,4,6.41,5.34
181,like,4,7.52,6.63
181,play,4,8.1,6.93
181,music,4,7.67,5.57
181,video,4,7.3,5.67
181,day,4,6.66,5
181,beach,4,7.21,5.1
181,sunglasses,4,6.47,4.9
181,like,4,7.52,6.63
181,mind,4,6.68,5
181,video,4,7.3,5.67
181,love,4,8,5.36
181,garden,4,7.25,3.71
181,love,4,8,5.36
181,life,4,7.27,6.02
182,right,4,6.45,4.79
182,happy,4,8.47,6.05
182,love,4,8,5.36
183,girl,4,6.87,4.29
183,honey,4,7.27,4.38
183,me,4,8.06,5.97
183,day,4,6.66,5
185,shining,4,5.84,3.89
185,bright,4,7.5,5.4
185,rest,4,7.86,2.29
186,pretty,4,7.7,5.5
188,family,4,7.65,4.8
188,special,4,7.5,3.48
188,friend,4,6.79,4.29
188,home,4,7.91,4.21
188,love,4,8,5.36
188,girl,4,6.87,4.29
188,love,4,8,5.36
188,love,4,8,5.36
189,family,4,7.65,4.8
189,know,4,6.93,5.77
189,love,4,8,5.36
190,happy,4,8.47,6.05
190,enjoy,4,7.67,5
190,like,4,7.52,6.63
190,me,4,8.06,5.97
190,day,4,6.66,5
190,love,4,8,5.36
190,day,4,6.66,5
190,bed,4,7.51,3.61
190,like,4,7.52,6.63
190,movie,4,6.86,4.93
190,dreams,4,7.14,6.48
191,me,4,8.06,5.97
191,home,4,7.91,4.21
191,bed,4,7.51,3.61
191,rest,4,7.86,2.29
191,day,4,6.66,5
191,pretty,4,7.7,5.5
191,music,4,7.67,5.57
191,love,4,8,5.36
191,day,4,6.66,5
191,know,4,6.93,5.77
191,right,4,6.45,4.79
191,agree,4,7.17,3.62
191,happy,4,8.47,6.05
192,red,4,6.41,5.29
193,loved,4,8.64,6.38
193,perfect,4,7.19,4.71
193,song,4,7.1,6.07
193,man,4,6.73,5.24
193,idea,4,7,5.86
193,think,4,6.41,5.34
193,like,4,7.52,6.63
193,me,4,8.06,5.97
193,proud,4,7,5.55
193,song,4,7.1,6.07
193,gold,4,7.28,6.35
194,love,4,8,5.36
194,right,4,6.45,4.79
194,me,4,8.06,5.97
194,song,4,7.1,6.07
194,heart,4,7.39,6.34
194,me,4,8.06,5.97
194,people,4,7.33,5.94
194,joke,4,7.88,5.73
194,day,4,6.66,5
194,gold,4,7.28,6.35
194,happy,4,8.47,6.05
194,purr,4,6.43,3.84
194,purr,4,6.43,3.84
194,purr,4,6.43,3.84
194,movie,4,6.86,4.93
195,lunch,4,7.21,5.43
195,lunch,4,7.21,5.43
196,watermelon,4,6.52,5.18
196,energy,4,7.23,6.9
196,song,4,7.1,6.07
196,day,4,6.66,5
196,day,4,6.66,5
196,day,4,6.66,5
196,house,4,7.26,4.56
196,love,4,8,5.36
196,glad,4,7.55,3.71
197,love,4,8,5.36
197,right,4,6.45,4.79
197,wish,4,7.09,5.16
197,heart,4,7.39,6.34
197,gold,4,7.28,6.35
197,day,4,6.66,5
197,beautiful,4,7.61,5.71
197,play,4,8.1,6.93
197,game,4,6.98,5.89
198,think,4,6.41,5.34
198,me,4,8.06,5.97
198,know,4,6.93,5.77
198,like,4,7.52,6.63
198,home,4,7.91,4.21
198,family,4,7.65,4.8
198,video,4,7.3,5.67
198,dance,4,7.27,5.48
198,music,4,7.67,5.57
198,video,4,7.3,5.67
198,artist,4,6.59,4.94
0,tired,5,4.29,3.67
1,class,5,4.37,3.93
1,old,5,3.31,3.5
1,memorial,5,4.68,4.87
2,old,5,3.31,3.5
2,cry,5,3.22,5.45
6,old,5,3.31,3.5
12,forget,5,3.73,4.43
13,fall,5,3.89,4.24
14,class,5,4.37,3.93
16,work,5,3.96,5.11
16,excuse,5,4.52,3.61
17,period,5,3.8,4.3
17,forget,5,3.73,4.43
17,class,5,4.37,3.93
17,short,5,4.64,3.75
18,sorry,5,3.62,5.11
22,defeated,5,2.59,4.73
23,awkward,5,3.2,5.7
33,class,5,4.37,3.93
35,class,5,4.37,3.93
40,sorry,5,3.62,5.11
48,addiction,5,3.52,4.48
50,fault,5,3.53,4.02
64,wrong,5,3.24,5.29
66,old,5,3.31,3.5
66,rainy,5,5.55,4.33
74,sorry,5,3.62,5.11
83,bottom,5,3.61,3.19
86,wrong,5,3.24,5.29
89,tired,5,4.29,3.67
89,tired,5,4.29,3.67
90,tired,5,4.29,3.67
91,pointless,5,3.22,4.26
94,factory,5,4.59,3.93
94,blue,5,6.53,3.69
95,cold,5,4.32,3.55
98,wrong,5,3.24,5.29
98,regret,5,3.41,4.9
100,tired,5,4.29,3.67
102,tired,5,4.29,3.67
103,corner,5,4.36,3.91
111,tired,5,4.29,3.67
115,lost,5,2.53,5.11
124,short,5,4.64,3.75
124,lone,5,3.75,3.84
126,work,5,3.96,5.11
127,fall,5,3.89,4.24
129,fault,5,3.53,4.02
130,sorry,5,3.62,5.11
130,sigh,5,4.15,2.78
131,rainy,5,5.55,4.33
132,tired,5,4.29,3.67
133,class,5,4.37,3.93
134,fall,5,3.89,4.24
134,class,5,4.37,3.93
134,rainy,5,5.55,4.33
136,lost,5,2.53,5.11
140,sorry,5,3.62,5.11
142,fall,5,3.89,4.24
146,tired,5,4.29,3.67
148,cold,5,4.32,3.55
153,fall,5,3.89,4.24
153,class,5,4.37,3.93
155,blur,5,4.45,3.88
155,forget,5,3.73,4.43
159,awkward,5,3.2,5.7
161,quit,5,3.72,4.05
164,cast,5,4.46,4.5
164,class,5,4.37,3.93
164,class,5,4.37,3.93
176,awkward,5,3.2,5.7
176,awkward,5,3.2,5.7
181,blue,5,6.53,3.69
183,black,5,5.4,3.58
190,wrong,5,3.24,5.29
190,addiction,5,3.52,4.48
194,fur,5,4.51,4.18
196,rainy,5,5.55,4.33
198,sorry,5,3.62,5.11
198,corner,5,4.36,3.91
0,birthday,6,6.37,4.6
0,gift,6,7.27,4.64
0,blast,6,4.45,4.5
0,birthday,6,6.37,4.6
0,gift,6,7.27,4.64
0,want,6,5.25,6
0,want,6,5.25,6
0,lovely,6,7.55,3.95
1,good,6,7.89,3.66
1,want,6,5.25,6
1,vote,6,5.24,5.05
1,laugh,6,7.56,6.62
1,sun,6,6.92,4.64
1,excited,6,8.11,6.43
1,night,6,6.06,5.94
1,want,6,5.25,6
1,preach,6,5.41,5.89
2,good,6,7.89,3.66
2,huge,6,5.39,5.75
2,huge,6,5.39,5.75
2,chance,6,6.05,4.3
2,deal,6,6.14,3.9
3,excited,6,8.11,6.43
3,lucky,6,7.32,5.3
3,divorce,6,2.49,5.39
4,excited,6,8.11,6.43
4,unpredictable,6,4.52,4.8
4,body,6,5.55,5.52
4,excited,6,8.11,6.43
4,lovely,6,7.55,3.95
5,kiss,6,7.78,6.05
6,want,6,5.25,6
6,night,6,6.06,5.94
6,drunk,6,6.17,6.11
7,galaxy,6,6.21,5.96
8,huge,6,5.39,5.75
9,excited,6,8.11,6.43
10,leave,6,4.68,4.48
10,want,6,5.25,6
10,excited,6,8.11,6.43
10,surprised,6,6.57,5.95
10,surprise,6,7.44,6.57
10,sun,6,6.92,4.64
12,sun,6,6.92,4.64
13,clown,6,5.36,4.94
14,good,6,7.89,3.66
15,good,6,7.89,3.66
15,trip,6,7,5.33
15,art,6,6.85,4.48
15,good,6,7.89,3.66
15,good,6,7.89,3.66
15,luck,6,6.73,4.57
16,feeling,6,6.5,3.86
16,want,6,5.25,6
17,wonderful,6,7.41,4.57
18,birthday,6,6.37,4.6
19,body,6,5.55,5.52
20,wonderful,6,7.41,4.57
20,trip,6,7,5.33
21,gift,6,7.27,4.64
21,lose,6,3.59,5.43
21,want,6,5.25,6
21,lucky,6,7.32,5.3
21,leave,6,4.68,4.48
21,good,6,7.89,3.66
21,alarm,6,3.86,6.85
21,good,6,7.89,3.66
22,death,6,1.89,5.53
22,want,6,5.25,6
23,birthday,6,6.37,4.6
23,birthday,6,6.37,4.6
23,splash,6,6.53,4.8
23,want,6,5.25,6
26,birthday,6,6.37,4.6
26,sunny,6,7.95,5.38
28,huge,6,5.39,5.75
28,night,6,6.06,5.94
28,hope,6,7.48,5.29
28,good,6,7.89,3.66
28,plane,6,6.43,6.14
29,want,6,5.25,6
29,guess,6,5.18,3.86
30,quote,6,5.85,2.95
30,surprised,6,6.57,5.95
30,good,6,7.89,3.66
30,birthday,6,6.37,4.6
30,birthday,6,6.37,4.6
31,want,6,5.25,6
31,smile,6,7.89,4.62
31,award,6,7.86,5.85
31,musical,6,7.68,5.63
32,tree,6,7.59,2.67
33,break,6,5.1,4.71
35,good,6,7.89,3.66
35,pop,6,6.05,4.45
35,hilarious,6,7.8,6.11
36,shopping,6,6.48,5.79
38,hope,6,7.48,5.29
38,birthday,6,6.37,4.6
40,hope,6,7.48,5.29
40,wonderful,6,7.41,4.57
41,loud,6,4.77,6.1
41,want,6,5.25,6
43,lovely,6,7.55,3.95
43,night,6,6.06,5.94
43,lightning,6,5.34,6.75
43,good,6,7.89,3.66
43,hope,6,7.48,5.29
44,hope,6,7.48,5.29
44,good,6,7.89,3.66
44,flight,6,6.69,6.25
45,plane,6,6.43,6.14
45,stealth,6,5.45,4.22
47,kiss,6,7.78,6.05
50,feeling,6,6.5,3.86
50,birthday,6,6.37,4.6
50,birthday,6,6.37,4.6
52,good,6,7.89,3.66
52,feeling,6,6.5,3.86
52,good,6,7.89,3.66
55,good,6,7.89,3.66
55,hope,6,7.48,5.29
55,good,6,7.89,3.66
56,vote,6,5.24,5.05
57,hope,6,7.48,5.29
59,young,6,6.31,4.09
61,dawn,6,6.74,3.1
62,night,6,6.06,5.94
62,hilarious,6,7.8,6.11
64,good,6,7.89,3.66
66,good,6,7.89,3.66
66,lucky,6,7.32,5.3
67,ticket,6,5.46,5.79
67,sweet,6,7.77,4.14
67,sweet,6,7.77,4.14
71,alarm,6,3.86,6.85
71,good,6,7.89,3.66
72,good,6,7.89,3.66
74,night,6,6.06,5.94
74,preach,6,5.41,5.89
75,excited,6,8.11,6.43
75,jet,6,6.29,5.89
75,plane,6,6.43,6.14
78,good,6,7.89,3.66
78,luck,6,6.73,4.57
78,luck,6,6.73,4.57
81,good,6,7.89,3.66
81,luck,6,6.73,4.57
81,want,6,5.25,6
81,award,6,7.86,5.85
84,excited,6,8.11,6.43
84,good,6,7.89,3.66
84,luck,6,6.73,4.57
85,want,6,5.25,6
85,want,6,5.25,6
85,gift,6,7.27,4.64
85,want,6,5.25,6
86,night,6,6.06,5.94
86,expect,6,5.95,4.86
86,want,6,5.25,6
87,want,6,5.25,6
87,good,6,7.89,3.66
87,hope,6,7.48,5.29
88,shopping,6,6.48,5.79
89,birthday,6,6.37,4.6
89,wild,6,5.94,5.9
89,blast,6,4.45,4.5
89,good,6,7.89,3.66
90,ticket,6,5.46,5.79
90,smile,6,7.89,4.62
92,perfection,6,6.59,5.55
95,good,6,7.89,3.66
95,kiss,6,7.78,6.05
95,hilarious,6,7.8,6.11
95,feeling,6,6.5,3.86
95,good,6,7.89,3.66
96,gift,6,7.27,4.64
96,flight,6,6.69,6.25
98,shopping,6,6.48,5.79
98,good,6,7.89,3.66
98,hope,6,7.48,5.29
98,good,6,7.89,3.66
99,good,6,7.89,3.66
100,leave,6,4.68,4.48
100,loud,6,4.77,6.1
101,birthday,6,6.37,4.6
102,chance,6,6.05,4.3
103,excited,6,8.11,6.43
103,present,6,6.85,4.82
104,tree,6,7.59,2.67
104,birthday,6,6.37,4.6
104,hope,6,7.48,5.29
104,smile,6,7.89,4.62
107,loud,6,4.77,6.1
112,want,6,5.25,6
112,hope,6,7.48,5.29
113,break,6,5.1,4.71
114,shopping,6,6.48,5.79
115,want,6,5.25,6
115,want,6,5.25,6
115,good,6,7.89,3.66
115,luck,6,6.73,4.57
119,good,6,7.89,3.66
119,luck,6,6.73,4.57
119,hope,6,7.48,5.29
121,huge,6,5.39,5.75
122,vote,6,5.24,5.05
124,smile,6,7.89,4.62
126,smile,6,7.89,4.62
126,hilarious,6,7.8,6.11
126,night,6,6.06,5.94
127,hilarious,6,7.8,6.11
129,ass,6,5.45,5.43
130,hope,6,7.48,5.29
130,feeling,6,6.5,3.86
130,break,6,5.1,4.71
130,good,6,7.89,3.66
130,break,6,5.1,4.71
130,lovely,6,7.55,3.95
130,want,6,5.25,6
133,dawn,6,6.74,3.1
135,want,6,5.25,6
136,night,6,6.06,5.94
140,night,6,6.06,5.94
141,perfection,6,6.59,5.55
141,tree,6,7.59,2.67
143,birthday,6,6.37,4.6
146,birthday,6,6.37,4.6
150,lucky,6,7.32,5.3
151,lovely,6,7.55,3.95
152,birthday,6,6.37,4.6
155,birthday,6,6.37,4.6
155,hope,6,7.48,5.29
155,hope,6,7.48,5.29
155,good,6,7.89,3.66
161,night,6,6.06,5.94
161,good,6,7.89,3.66
161,hilarious,6,7.8,6.11
162,intense,6,5.65,6.6
163,chance,6,6.05,4.3
163,romance,6,7.28,6.06
164,birthday,6,6.37,4.6
164,want,6,5.25,6
164,shopping,6,6.48,5.79
164,want,6,5.25,6
164,night,6,6.06,5.94
164,birthday,6,6.37,4.6
164,birthday,6,6.37,4.6
164,intense,6,5.65,6.6
166,player,6,5.55,5.95
166,gym,6,6.21,6.14
168,ass,6,5.45,5.43
169,hope,6,7.48,5.29
171,hope,6,7.48,5.29
172,good,6,7.89,3.66
172,perfection,6,6.59,5.55
173,cream,6,6.56,3.8
173,lucky,6,7.32,5.3
175,excited,6,8.11,6.43
175,death,6,1.89,5.53
178,birthday,6,6.37,4.6
178,hope,6,7.48,5.29
178,hope,6,7.48,5.29
180,good,6,7.89,3.66
180,vote,6,5.24,5.05
180,surprised,6,6.57,5.95
180,excited,6,8.11,6.43
180,excited,6,8.11,6.43
181,vote,6,5.24,5.05
181,wonderful,6,7.41,4.57
181,vote,6,5.24,5.05
181,sun,6,6.92,4.64
181,flight,6,6.69,6.25
181,good,6,7.89,3.66
181,luck,6,6.73,4.57
182,birthday,6,6.37,4.6
188,boyfriend,6,5.74,5.73
190,birthday,6,6.37,4.6
190,hope,6,7.48,5.29
190,night,6,6.06,5.94
190,drunk,6,6.17,6.11
190,night,6,6.06,5.94
190,smile,6,7.89,4.62
191,vote,6,5.24,5.05
191,night,6,6.06,5.94
191,birthday,6,6.37,4.6
192,feeling,6,6.5,3.86
192,feeling,6,6.5,3.86
192,weight,6,3.91,4.05
192,excited,6,8.11,6.43
192,night,6,6.06,5.94
193,excited,6,8.11,6.43
193,luck,6,6.73,4.57
193,good,6,7.89,3.66
193,luck,6,6.73,4.57
193,good,6,7.89,3.66
193,luck,6,6.73,4.57
194,good,6,7.89,3.66
194,want,6,5.25,6
194,night,6,6.06,5.94
194,good,6,7.89,3.66
194,sun,6,6.92,4.64
195,good,6,7.89,3.66
196,hope,6,7.48,5.29
196,good,6,7.89,3.66
196,lovely,6,7.55,3.95
197,excited,6,8.11,6.43
197,bang,6,5.1,6.09
197,birthday,6,6.37,4.6
198,want,6,5.25,6
0,series,7,5.23,3.62
0,flower,7,6.64,4
0,ice,7,5.92,4.67
0,nice,7,6.55,4.38
0,fan,7,6.36,4.89
0,sheep,7,6.44,3.78
0,brother,7,6.18,4.48
0,pool,7,6.78,3.65
1,face,7,6.39,5.04
1,thing,7,4.83,4.17
1,cup,7,5.44,3.7
1,school,7,5.41,4.57
1,calm,7,6.89,1.67
1,school,7,5.41,4.57
1,pool,7,6.78,3.65
1,flow,7,5.68,3.71
1,pool,7,6.78,3.65
1,school,7,5.41,4.57
1,sleep,7,7.2,2.8
1,brother,7,6.18,4.48
1,year,7,5.41,4.22
1,country,7,5.93,5.26
1,country,7,5.93,5.26
1,thing,7,4.83,4.17
1,planet,7,5.69,4.34
2,pool,7,6.78,3.65
2,fan,7,6.36,4.89
